probe,gene,chr,s1,s2
211701_s_at,TRO,chrX,54947248,54957862
211702_s_at,USP32,chr17,58256471,58332619
211703_s_at,TM2D1,chr1,62146720,62191095
211704_s_at,SPIN2A,chrX,57146115,57147851
211705_s_at,SORBS1,chr10,97074781,97200919
211706_s_at,CDK19,chr6,110935446,111136519
211707_s_at,IQCB1,chr3,121488850,121553875
211708_s_at,SCD,chr10,102107084,102120677
211709_s_at,CLEC11A,chr19,51226639,51228964
211710_x_at,RPL4,chr15,66791666,66797163
211711_s_at,PTEN,chr10,89623389,89725515
211712_s_at,ANXA9,chr1,150954842,150968114
211713_x_at,KIAA0101,chr15,64657212,64673629
211714_x_at,TUBB,chr6,30688152,30692353
211715_s_at,BDH1,chr3,197238446,197282823
211716_x_at,ARHGDIA,chr17,79825597,79829239
211717_at,ANKRD40,chr17,48772218,48776821
211718_at,MGC2889,chr3,192959567,192961760
211719_x_at,FN1,chr2,216225586,216235072
211720_x_at,RPLP0,chr2,38708943,38710012
211721_s_at,ZNF551,chr19,58193404,58201151
211722_s_at,HDAC6,chrX,48660470,48664261
211724_x_at,MIOS,chr7,7613119,7647108
211725_s_at,BID,chr1,8921063,8926551
211726_s_at,FMO2,chr1,171154440,171178331
211727_s_at,COX11,chr17,53039338,53046017
211728_s_at,HYAL3,chr3,50330263,50336790
211729_x_at,BLVRA,chr7,43798278,43846938
211730_s_at,POLR2L,chr11,840206,842529
211731_x_at,SSX3,chrX,48208973,48216142
211732_x_at,HNMT,---,,
211733_x_at,SCP2,chr1,53480619,53517278
211734_s_at,FCER1A,chr1,159272125,159277991
211735_x_at,SFTPC,chr8,22019310,22021989
211736_at,SP2,chr17,45973612,45996231
211737_x_at,PTN,chr7,136912353,137028534
211738_x_at,CELA3A,chr1,22328148,22339025
211739_x_at,CSH1,chr17,61972273,61973933
211740_at,ICA1,chr7,8196189,8302185
211741_x_at,PSG3,chr19,43228093,43244633
211742_s_at,EVI2B,chr17,29630792,29641091
211743_s_at,PRG2,chr11,57154842,57158123
211744_s_at,CD58,chr1,117064418,117113661
211745_x_at,HBA1,chr16,226678,227521
211746_x_at,PSMA1,chr11,14526424,14541926
211747_s_at,LSM5,chr7,32526649,32529983
211748_x_at,PTGDS,chr9,139872021,139876193
211749_s_at,VAMP3,chr1,7831328,7840496
211750_x_at,TUBA1C,chr12,49658864,49667113
211751_at,LOC100996724,chr1,144676873,144994921
211752_s_at,NDUFS7,chr19,1383905,1395582
211753_s_at,RLN1,chr9,5334971,5339873
211754_s_at,SLC25A17,chr22,41166092,41215341
211755_s_at,ATP5F1,chr1,111992105,112003940
211756_at,PTHLH,chr12,28115262,28123001
211758_x_at,TXNDC9,chr2,99935490,99952796
211759_x_at,TBCB,chr19,36606410,36616842
211760_s_at,VAMP4,chr1,171673060,171711094
211761_s_at,CACYBP,chr1,174969090,174979934
211762_s_at,KPNA2,chr17,66031850,66042743
211763_s_at,UBE2B,chr5,133707259,133726884
211764_s_at,UBE2D1,chr10,60094767,60129351
211765_x_at,PPIA,chr21,20230054,20230800
211766_s_at,PNLIPRP2,chr10,118380464,118404652
211767_at,GINS4,chr8,41386745,41399898
211768_at,LAT2,chr7,73624310,73640704
211769_x_at,SERINC3,chr20,43128827,43150662
211771_s_at,POU2F2,chr19,42595263,42636617
211772_x_at,CHRNA3,chr15,78885396,78913637
211773_s_at,ZKSCAN3,chr6,28317758,28334523
211774_s_at,MMACHC,chr1,45966012,45976737
211775_x_at,---,chr11,118303853,118305920
211776_s_at,EPB41L3,chr18,5393093,5544280
211778_s_at,OVOL2,chr20,18004901,18038526
211779_x_at,AP2A2,chr11,925880,1010919
211780_x_at,DCTN1,chr2,74588281,74590524
211781_x_at,---,---,,
211782_at,IDS,chrX,148568662,148586742
211783_s_at,MTA1,chr14,105929533,105937055
211784_s_at,SRSF1,chr11,94800360,94802388
211786_at,TNFRSF9,chr1,7979907,8000880
211787_s_at,EIF4A1,chr17,7477576,7481956
211788_s_at,TREX2,chrX,152710177,152736045
211789_s_at,MLXIP,chr12,122516759,122626359
211790_s_at,KMT2D,chr12,49415562,49445725
211791_s_at,KCNAB2,chr1,6100628,6158634
211792_s_at,CDKN2C,chr1,51435947,51439942
211793_s_at,ABI2,chr2,204193237,204292075
211794_at,FYB,chr5,39108331,39203062
211795_s_at,FYB,chr5,39108331,39203062
211796_s_at,TRBC1,chr7,142028177,142500211
211797_s_at,NFYC,chr1,41204515,41236490
211798_x_at,IGLJ3,chr22,23063350,23241838
211799_x_at,HLA-C,chr6,31237114,31239848
211800_s_at,USP4,chr3,49315725,49377457
211801_x_at,MFN1,chr3,179066639,179109847
211802_x_at,CACNA1G,chr17,48638820,48704112
211803_at,CDK2,chr12,56360790,56365412
211804_s_at,CDK2,chr12,56360790,56365412
211805_s_at,SLC8A1,chr2,40342392,40657420
211806_s_at,KCNJ15,chr21,39628869,39672318
211807_x_at,PCDHGB5,chr5,140777694,140780151
211808_s_at,CREBBP,chr16,3777718,3930722
211809_x_at,COL13A1,chr10,71562307,71716798
211810_s_at,GALC,chr14,88429659,88459498
211811_s_at,PCDHA6,chr5,140207676,140210088
211812_s_at,B3GALNT1,chr3,160803546,160822626
211813_x_at,DCN,chr12,91539834,91572329
211814_s_at,CCNE2,chr8,95893859,95906449
211815_s_at,GGA3,chr17,73234359,73257677
211816_x_at,FCAR,chr19,55385745,55401229
211817_s_at,KCNJ5,chr11,128781078,128786626
211818_s_at,LOC729966,chr19,18321737,18335303
211819_s_at,SORBS1,chr10,97074815,97197313
211820_x_at,GYPA,chr4,145035841,145061788
211821_x_at,GYPA,chr4,145035841,145061788
211822_s_at,NLRP1,chr17,5418073,5487277
211823_s_at,PXN,chr12,120650116,120662181
211824_x_at,NLRP1,chr17,5418073,5487277
211825_s_at,FLI1,chr22,29668203,29683125
211826_s_at,AFF1,chr11,118307224,118355029
211827_s_at,KCND3,chr1,112318697,112525420
211828_s_at,TNIK,chr3,170781669,171177852
211829_s_at,GPER1,chr7,1131364,1132490
211830_s_at,CACNA1I,chr22,39966757,40080533
211831_s_at,THPO,chr3,184090300,184094047
211832_s_at,MDM2,chr12,69203006,69233629
211833_s_at,BAX,chr19,49458803,49464894
211834_s_at,TP63,chr3,189507589,189612291
211835_at,IGKV1-5,chr2,89160395,89247103
211836_s_at,MOG,chr6,29624986,29638499
211837_s_at,PTCRA,chr6,42883807,42893420
211838_x_at,PCDHA5,chr5,140201360,140203811
211839_s_at,CSF1,chr1,110453607,110467820
211840_s_at,PDE4D,chr5,58270481,58334937
211841_s_at,TNFRSF25,chr1,6521493,6526167
211842_s_at,SLC24A1,chr15,65916418,65946417
211843_x_at,CYP3A7-CYP3A51P,chr7,99293368,99332716
211844_s_at,NRP2,chr2,206548014,206659782
211845_at,PVRL1,chr11,119508807,119599263
211846_s_at,PVRL1,chr11,119508807,119599263
211848_s_at,CEACAM7,chr19,42181336,42192096
211849_s_at,RNGTT,chr6,89322437,89673128
211851_x_at,BRCA1,chr17,41197694,41277305
211852_s_at,ATRN,chr20,3451754,3584911
211855_s_at,SLC25A14,chrX,129474252,129506924
211856_x_at,CD28,chr2,204571419,204599635
211858_x_at,GNAS,chr20,57466781,57485884
211861_x_at,CD28,chr2,204571419,204599635
211862_x_at,CFLAR,chr2,201994588,202025666
211863_x_at,HFE,chr6,26087632,26094458
211864_s_at,MYOF,chr10,95066719,95241951
211865_s_at,FZR1,chr19,3522987,3534834
211866_x_at,HFE,chr6,26087632,26094458
211867_s_at,PCDHA10,chr5,140235633,140238168
211868_x_at,IGH,chr14,106330020,106691966
211869_at,---,---,,
211870_s_at,PCDHA3,chr5,140180782,140183257
211871_x_at,GNB5,chr15,52416667,52476873
211872_s_at,RGS11,chr16,319267,325911
211873_s_at,PCDHGA9,chr5,140782519,140785006
211874_s_at,KAT6B,chr10,76598457,76790804
211875_x_at,PCDHGA10,chr5,140792742,140795295
211876_x_at,PCDHGA11,chr5,140800794,140890749
211877_s_at,PCDHGA11,chr5,140800794,140803308
211878_at,---,chr14,106322286,106967485
211879_x_at,PCDHGA3,chr5,140723600,140726090
211880_x_at,PCDHGA1,chr5,140710251,140712723
211881_x_at,IGLJ3,chr22,23063350,23241838
211882_x_at,FUT6,chr19,5831388,5832578
211883_x_at,CEACAM1,chr19,43013257,43032526
211884_s_at,CIITA,chr16,10971187,11004100
211885_x_at,FUT6,chr19,5831388,5832578
211886_s_at,TBX5,chr12,114803901,114841703
211887_x_at,MSR1,chr8,15967593,16035497
211888_x_at,CASP10,chr2,202050500,202082464
211889_x_at,CEACAM1,chr19,43013254,43032618
211890_x_at,CAPN3,chr15,42651782,42703971
211891_s_at,ARHGEF4,chr2,131785515,131803762
211892_s_at,PTGIS,chr20,48124456,48184653
211893_x_at,CD6,chr11,60739337,60786793
211894_x_at,SEZ6L,chr22,26565635,26776261
211896_s_at,DCN,chr12,91539834,91572329
211897_s_at,CRHR1,chr17,43861910,43912130
211898_s_at,EPHB1,chr3,134514473,134977969
211899_s_at,TRAF4,chr17,27071130,27076595
211900_x_at,CD6,chr11,60739337,60786793
211901_s_at,PDE4A,chr19,10543110,10578297
211902_x_at,YME1L1,chr14,22749033,23019607
211903_s_at,MPL,chr1,43803519,43815208
211904_x_at,RAD52,chr12,1034628,1042224
211905_s_at,ITGB4,chr17,73720783,73738738
211906_s_at,SERPINB4,chr18,61304951,61310816
211907_s_at,PARD6B,chr20,49348323,49367025
211908_x_at,IGK,chr14,106330425,106725494
211909_x_at,PTGER3,---,,
211910_at,---,---,,
211911_x_at,HLA-B,chr6,31322409,31324935
211912_at,MERTK,chr2,112733019,112779973
211913_s_at,MERTK,chr2,112733019,112779973
211914_x_at,NF1,chr17,29560024,29588849
211915_s_at,TUBB7P,chr10,93016,95178
211916_s_at,MYO1A,chr12,57422538,57442107
211917_s_at,PRLR,chr5,35065190,35089722
211918_x_at,PAPPA2,chr1,176525458,176811590
211919_s_at,CXCR4,chr2,136872438,136875660
211920_at,CFB,chr6,31913998,31918422
211921_x_at,LOC728026,chr13,82264202,82264535
211922_s_at,CAT,chr11,34460560,34492980
211923_s_at,ZNF471,chr19,57019227,57037317
211924_s_at,PLAUR,chr19,44153144,44174318
211925_s_at,PLCB1,chr20,8128682,8862496
211926_s_at,MYH9,chr22,36677325,36784010
211927_x_at,EEF1G,chr7,132719269,132720699
211928_at,DYNC1H1,chr14,102483163,102517268
211929_at,HNRNPA3,chr2,178077487,178088686
211930_at,HNRNPA3,chr2,178077487,178088686
211931_s_at,HNRNPA3,chr2,178077487,178088686
211932_at,HNRNPA3,chr2,178077487,178088686
211933_s_at,HNRNPA3,chr2,178077487,178088686
211934_x_at,GANAB,chr11,62392300,62414088
211935_at,ARL6IP1,chr16,18802988,18812871
211936_at,HSPA5,chr9,127998523,128003623
211937_at,EIF4B,chr12,53410256,53435086
211938_at,EIF4B,chr12,53434185,53435993
211939_x_at,BTF3,chr5,72794267,72801460
211940_x_at,H3F3A,chr1,226250427,226259702
211941_s_at,PEBP1,chr12,118573847,118583389
211942_x_at,RPL13A,---,,
211943_x_at,TPT1,chr13,45911000,45915306
211944_at,PRRC2C,chr1,171454706,171562650
211945_s_at,ITGB1,chr10,33189245,33247170
211946_s_at,PRRC2C,chr1,171454706,171562650
211947_s_at,PRRC2C,chr1,171454706,171562650
211948_x_at,PRRC2C,chr1,171454706,171562650
211949_s_at,NOLC1,chr10,103911954,103923627
211950_at,UBR4,chr1,19401003,19478256
211951_at,NOLC1,chr10,103911954,103923627
211952_at,IPO5,chr13,98606372,98676582
211953_s_at,IPO5,chr13,98606372,98676582
211954_s_at,IPO5,chr13,98606372,98676582
211955_at,IPO5,chr13,98606372,98676582
211956_s_at,EIF1,chr17,39845177,39847745
211958_at,IGFBP5,chr2,217536827,217540879
211959_at,IGFBP5,chr2,217536827,217540879
211960_s_at,RAB7A,chr3,128445009,128533640
211961_s_at,RAB7A,chr3,128445009,128533640
211962_s_at,ZFP36L1,chr14,69254055,69258198
211963_s_at,ARPC5,chr1,183595337,183605020
211964_at,COL4A2,chr13,111125275,111165374
211965_at,ZFP36L1,chr14,69254055,69258198
211966_at,COL4A2,chr13,111125275,111165374
211967_at,TMEM123,chr11,102267062,102323747
211968_s_at,HSP90AA1,chr14,102547384,102553381
211969_at,HSP90AA1,chr14,102547384,102553381
211970_x_at,ACTG1,chr17,79476996,79477482
211971_s_at,LRPPRC,chr2,44114298,44203325
211972_x_at,RPLP0,chr2,38709134,38710018
211973_at,NUDT3,chr6,34247456,34254647
211974_x_at,RBPJ,chr4,26165118,26436629
211975_at,ARFGAP2,chr11,47185853,47198590
211976_at,NUDT3,chr6,34247456,34254647
211977_at,GPR107,chr9,132816051,132902443
211978_x_at,PPIA,chr21,20230054,20230811
211979_at,GPR107,chr9,132816051,132902443
211980_at,COL4A1,chr13,110801314,110959374
211981_at,COL4A1,chr13,110801314,110959374
211982_x_at,XPO6,chr16,28109296,28187357
211983_x_at,ACTG1,chr17,79476996,79478129
211984_at,CALM1,chr14,90872214,90874612
211985_s_at,CALM1,chr14,90872214,90874612
211986_at,AHNAK,chr11,62283373,62294082
211987_at,TOP2B,chr3,25639395,25706394
211988_at,SMARCE1,chr17,38783961,38804100
211989_at,SMARCE1,chr17,38783961,38804100
211990_at,HLA-DPA1,chr6,33032790,33048537
211991_s_at,HLA-DPA1,chr6,33032790,33048537
211992_at,WNK1,chr12,862224,1020618
211993_at,WNK1,chr12,862224,1020618
211994_at,WNK1,chr12,862224,1020618
211995_x_at,ACTG1,chr17,79476996,79478351
211996_s_at,LOC105369248,chr16,22524731,22547844
211997_x_at,H3F3B,chr17,73772512,73775840
211998_at,H3F3B,chr17,73772512,73775840
211999_at,H3F3B,chr17,73772512,73775840
212000_at,SUGP2,chr19,19101701,19141892
212001_at,SUGP2,chr19,19101701,19141892
212002_at,SZRD1,chr1,16693725,16724640
212003_at,SZRD1,chr1,16693725,16724640
212004_at,SZRD1,chr1,16693725,16724640
212005_at,SZRD1,chr1,16693725,16724640
212006_at,UBXN4,chr2,136499232,136542628
212007_at,UBXN4,chr2,136499232,136542628
212008_at,UBXN4,chr2,136499232,136542628
212009_s_at,STIP1,chr11,63953610,63972015
212010_s_at,CDV3,chr3,133292573,133309105
212012_at,PXDN,chr2,1635658,1748278
212013_at,PXDN,chr2,1635658,1748278
212014_x_at,CD44,chr11,35160727,35252243
212015_x_at,PTBP1,chr19,797424,812525
212016_s_at,PTBP1,chr19,797424,812525
212017_at,FAM168B,chr2,131805448,131809888
212018_s_at,RSL1D1,chr16,11929055,11945429
212019_at,RSL1D1,chr16,11929055,11945429
212020_s_at,MKI67,chr10,129894926,129924649
212021_s_at,MKI67,chr10,129894926,129924649
212022_s_at,MKI67,chr10,129894926,129924649
212023_s_at,MKI67,chr10,129894926,129924649
212024_x_at,FLII,chr17,18148132,18162066
212025_s_at,FLII,chr17,18148132,18162066
212026_s_at,EXOC7,chr17,74077085,74099820
212027_at,RBM25,chr14,73525239,73588842
212028_at,RBM25,chr14,73525239,73588842
212029_s_at,PTOV1-AS2,chr19,50354407,50363997
212030_at,RBM25,chr14,73525239,73588842
212031_at,RBM25,chr14,73525239,73588842
212032_s_at,PTOV1,chr19,50354407,50363997
212033_at,RBM25,chr14,73525239,73588842
212034_s_at,EXOC7,chr17,74077085,74099820
212035_s_at,EXOC7,chr17,74077085,74099820
212036_s_at,PNN,chr14,39644403,39652148
212037_at,PNN,chr14,39644403,39652148
212038_s_at,VDAC1,chr5,133307605,133328709
212039_x_at,RPL3,chr22,39708889,39711502
212040_at,TGOLN2,chr2,85545153,85547602
212041_at,ATP6V0D1,chr16,67471921,67515066
212042_x_at,RPL7,chr8,74202756,74205867
212043_at,TGOLN2,chr2,85545153,85547602
212044_s_at,RPL27A,chr6,153603370,153603889
212045_at,GLG1,chr16,74485700,74641012
212046_x_at,MAPK3,chr16,30124947,30134557
212047_s_at,RNF167,chr17,4843677,4848997
212048_s_at,YARS,chr1,33240841,33282921
212049_at,WIPF2,chr17,38412689,38439055
212050_at,WIPF2,chr17,38412689,38439055
212051_at,WIPF2,chr17,38412689,38439055
212052_s_at,TBC1D9B,chr5,179289070,179334871
212053_at,LOC102724985,chr16,15068894,15131544
212054_x_at,TBC1D9B,chr5,179289070,179334871
212055_at,TPGS2,chr18,34375589,34408987
212056_at,GSE1,chr16,85589819,85709806
212057_at,GSE1,chr16,85589819,85709806
212058_at,U2SURP,chr3,142720422,142779559
212059_s_at,TRPC4AP,chr20,33590206,33680599
212060_at,U2SURP,chr3,142720422,142779559
212061_at,U2SURP,chr3,142720422,142779559
212062_at,ATP9A,chr20,50213053,50384867
212063_at,CD44,chr11,35251633,35253949
212064_x_at,MAZ,chr16,29817857,29822485
212065_s_at,USP34,chr2,61413558,61463024
212066_s_at,USP34,chr2,61413558,61463024
212067_s_at,C1R,chr12,7187517,7245037
212068_s_at,PRRC2B,chr9,134351616,134375584
212069_s_at,PRRC2B,chr9,134351616,134375584
212070_at,ADGRG1,chr16,57662637,57699071
212071_s_at,SPTBN1,chr2,54889716,54897004
212072_s_at,CSNK2A1,chr20,461750,524465
212073_at,CSNK2A1,chr20,461750,524465
212074_at,SUN1,chr7,872137,914539
212075_s_at,CSNK2A1,chr20,461750,524465
212076_at,KMT2A,chr11,118307227,118396372
212077_at,CALD1,chr7,134653998,134655470
212078_s_at,KMT2A,chr11,118307227,118396372
212079_s_at,KMT2A,chr11,118307227,118396372
212080_at,KMT2A,chr11,118307227,118396372
212081_x_at,PRRC2A,chr6,31588496,31605537
212082_s_at,MYL6,chrX,17746379,17750783
212083_at,TEX261,chr2,71213073,71221986
212084_at,TEX261,chr2,71213073,71221986
212085_at,SLC25A6,chrX,1505149,1510994
212086_x_at,LMNA,chr1,156084458,156109872
212087_s_at,ERAL1,chr17,27182030,27188079
212088_at,PMPCA,chr9,139305105,139318212
212089_at,LMNA,chr1,156084458,156109872
212090_at,GRINA,chr8,145064259,145067582
212091_s_at,COL6A1,chr21,47420244,47424962
212092_at,PEG10,chr7,94285681,94299007
212093_s_at,MTUS1,chr8,17501307,17612999
212094_at,PEG10,chr7,94285681,94299007
212095_s_at,MTUS1,chr8,17501307,17612999
212096_s_at,MTUS1,chr8,17501307,17612999
212097_at,CAV1,chr7,116199521,116201233
212098_at,MGAT5,chr2,135208462,135212192
212099_at,RHOB,chr2,20646834,20649255
212100_s_at,POLDIP3,chr22,42979726,43010967
212101_at,KPNA6,chr1,32573656,32641471
212102_s_at,KPNA6,chr1,32573656,32641471
212103_at,KPNA6,chr1,32573656,32641471
212104_s_at,RBFOX2,chr22,36134783,36236454
212105_s_at,DHX9,chr1,182808466,182857115
212106_at,FAF2,chr5,175875377,175937531
212107_s_at,DHX9,chr1,182808466,182857115
212108_at,FAF2,chr5,175875377,175937531
212109_at,HN1L,chr16,1728297,1752080
212110_at,SLC39A14,chr8,22224817,22280247
212111_at,STX12,chr1,28099725,28150954
212112_s_at,STX12,chr1,28099725,28150954
212113_at,ATXN7L3B,chr12,74931608,74935231
212114_at,ATXN7L3B,chr12,74931608,74935231
212115_at,HN1L,chr16,1728297,1752080
212116_at,TRIM27,chr6,28870778,28891768
212117_at,RHOQ,chr2,46808138,46811369
212118_at,TRIM27,chr6,28870778,28891768
212119_at,RHOQ,chr2,46808138,46811369
212120_at,RHOQ,chr2,46808138,46811369
212121_at,TCTN3,chr10,97423172,97453683
212122_at,RHOQ,chr2,46808138,46811369
212123_at,TCTN3,chr10,97423172,97453683
212124_at,ZMIZ1,chr10,81053357,81076276
212125_at,RANGAP1,chr22,41641616,41682215
212126_at,CBX5,chr12,54624727,54627691
212127_at,RANGAP1,chr22,41641616,41682215
212128_s_at,DAG1,chr3,49571229,49573046
212129_at,NIPA2,chr15,23004236,23034370
212130_x_at,EIF1,chr17,39847366,39847898
212131_at,LSM14A,chr19,34663371,34720419
212132_at,LSM14A,chr19,34663371,34720419
212133_at,NIPA2,chr15,23004236,23034370
212134_at,PHLDB1,chr11,118495721,118528731
212135_s_at,ATP2B4,chr1,203709645,203713209
212136_at,ATP2B4,chr1,203709645,203713209
212137_at,LARP1,chr5,154194093,154197165
212138_at,PDS5A,chr4,39824411,39918694
212139_at,GCN1,chr12,120565065,120621402
212140_at,PDS5A,chr4,39824411,39918694
212141_at,MCM4,chr8,48873498,48891078
212142_at,MCM4,chr8,48873498,48891078
212143_s_at,IGFBP3,chr7,45951844,45960871
212144_at,SUN2,chr22,39130736,39150685
212145_at,MRPS27,chr5,71515230,71616068
212146_at,PLEKHM2,chr1,16011050,16061262
212147_at,SMG5,chr1,156219016,156252594
212148_at,PBX1,chr1,164816353,164821067
212149_at,EFR3A,chr8,132916360,133025884
212150_at,EFR3A,chr8,132916360,133025884
212151_at,PBX1,chr1,164816353,164821067
212152_x_at,ARID1A,chr1,27023932,27108601
212153_at,POGZ,chr1,151375199,151414676
212154_at,SDC2,chr8,97505895,97624161
212155_at,RNF187,chr1,228676658,228682954
212156_at,VPS39,chr15,42450910,42500488
212157_at,SDC2,chr8,97505895,97624161
212158_at,SDC2,chr8,97505895,97624161
212159_x_at,AP2A2,chr11,925862,1012240
212160_at,XPOT,chr12,64798230,64842974
212161_at,AP2A2,chr11,925862,1012240
212162_at,KIDINS220,chr2,8868986,8930137
212163_at,KIDINS220,chr2,8868986,8930137
212164_at,TMEM183A,chr1,202976513,202993976
212165_at,TMEM183A,chr1,202976513,202993976
212166_at,XPO7,chr8,21777197,21864096
212167_s_at,SMARCB1,chr22,24129162,24198513
212168_at,RBM12,chr20,34236847,34252833
212169_at,FKBP9,chr7,32997057,33046539
212170_at,RBM12,chr20,34236847,34252833
212171_x_at,VEGFA,chr6,43737945,43754224
212172_at,AK2,chr1,33472291,33477074
212173_at,AK2,chr1,33472291,33477074
212174_at,AK2,chr1,33472291,33477074
212175_s_at,AK2,chr1,33472291,33477074
212176_at,PNISR,chr6,99846533,99851387
212177_at,PNISR,chr6,99846533,99851387
212178_s_at,POM121C,chr7,72395659,72418837
212179_at,PNISR,chr6,99846533,99851387
212180_at,CRKL,chr22,21305017,21308191
212181_s_at,NUDT4,chr12,93771704,93800051
212182_at,NUDT4,chr12,93771704,93800051
212183_at,NUDT4,chr12,93771704,93800051
212184_s_at,TAB2,chr6,149691027,149732743
212185_x_at,MT2A,chr16,56642495,56643409
212186_at,ACACA,chr17,35441926,35796761
212187_x_at,PTGDS,chr9,139871956,139876193
212188_at,KCTD12,chr13,77454304,77458296
212189_s_at,COG4,chr16,70514471,70557448
212190_at,SERPINE2,chr2,224839865,224904323
212191_x_at,RPL13,chr16,89627089,89629474
212192_at,KCTD12,chr13,77454304,77458296
212193_s_at,LARP1,chr5,154134888,154194475
212194_s_at,TM9SF4,chr20,30697538,30755058
212195_at,IL6ST,chr5,55232473,55236010
212196_at,IL6ST,chr5,55232473,55236010
212197_x_at,MPRIP,chr17,17068526,17088874
212198_s_at,TM9SF4,chr20,30697538,30755058
212199_at,MRFAP1L1,chr4,6709430,6711636
212200_at,ANKLE2,chr12,133302092,133338533
212201_at,ANKLE2,chr12,133302092,133338533
